Judul,Harga,Lokasi,Kota,Provinsi,Tipe Properti,Kamar Tidur,Kamar Mandi,Luas Total,Lantai,Tahun Dibangun,Sertifikat,Nama Agen,Tanggal Posting,Link
MADISON PARK 2 BR JUAL,"Rp 1,08M","RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,53 m²,,,SHM,Glow Property,"3 minggu, 7 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-72c11ce56c67-52b9-19eb5d6-b4b7-71f2
HFN0238 apartemen Belmont Residence tower Athena lantai 8 studio unfurnish Meruya Jakarta Barat,Rp 360Jt,"RW 07, Srengseng, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,21 m²,8,2018,PPJB,MyPro,20 Mei 2026,https://www.lamudi.co.id/properti/41032-73-8b0f97acd4d2-7eaf-19e4429-9186-79a4
Y. DIJUAL APARTEMEN 2BR FURNISH MEWAH HERGARMANAH RESIDENCE BANDUNG TIPE ONYX,"Rp 1,59M","Hegarmanah, Cidadap, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,Apartemen,2 Kamar Tidur,2 Kamar Mandi,78 m²,5,,Strata,Yovie Fame Property,7 Mei 2026,https://www.lamudi.co.id/properti/41032-73-a28faf49e21f-f098-19e01a5-a2f2-73a1
Dijual Apartemen City Home MOI,Rp 800Jt,"RW 03, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,45 m²,10,,,Daniel Lim Gading Pro MOI,16 Sep 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-apartemen-city-home-moi-175799342671/
Apartemen Bassura 2 br kosongan jual murah,"Rp 350,00Jt","RW 08, Cipinang Besar Selatan, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,34 m²,,2021,PPJB,Ipang - Top House,"5 hari, 7 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-1477f845deb5-fcc5-19f0855-8512-7535
Jual Cepat Apartemen Taman Rasuna Tower 8,"Rp 1,60M","RW 10, Menteng Atas, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,91 m²,6,,SHM,Anggraeni - Gading Pro Kelapa Gading,6 Jun 2026,https://www.lamudi.co.id/properti/41032-73-97c25235de07-724-19e9d6a-af42-7532
Dijual Apartemen springlake 3Br Unfurnis View Pool Davalia lt 15,Rp 540Jt,"Summarecon Bekasi, Rawa Bugel, Summarecon, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,3 Kamar Tidur,1 kamar mandi,,15,,SHM,Christi Properti,25 Apr 2026,https://www.lamudi.co.id/properti/41032-73-8c3ddac0b1fc-562-19dc3a9-bd29-778a
DIJUAL MURAH APARTEMEN GREEN CENTRAL CITY TOWER B 2BR LANTAI SEDANG FURNISHED DI JAKARTA BARAT,Rp 800Jt,"RW 05, Glodok, Taman Sari, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,63 m²,,,SHM,Remax Harvest,"6 hari, 5 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-e7bd7d29297a-253a-19f03a5-a748-72a9
Jual Apartemen 3 Bedroom Mewah Cantik Lantai 6 Bassura City,Rp 755Jt,"Bassura City, Cipinang Besar Selatan, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,1 kamar mandi,48 m²,9,2017,,KANG ICAL - Annas Property,20 Okt 2025,https://www.lamudi.co.id/properti/41032-73-19a8a1afe81f-ac9b-199ff60-848c-77b2
Di Jual Condominium Taman Anggrek Residences 3+1 Bedroom,"Rp 3,50M","RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Kondominium,3 Kamar Tidur,4 Kamar Mandi,135 m²,,,,Glow Property,3 Feb 2026,https://www.lamudi.co.id/properti/41032-73-858c041583f6-dae5-19c2291-ad5e-7708
BRAND NEW EXCLUSIVE UNIT WITH PRIVATE LIFT SAUMATA SUITES ALAM SUTERA,"Rp 5,30M","Cadasmampar, Serpong, Serpong, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,3 Kamar Tidur,2 Kamar Mandi,150 m²,17,,,XM Duta Media,10 Mei 2025,https://www.lamudi.co.id/jual/banten/tangerang-selatan/brand-new-exclusive-unit-with-private-lift-saumata-174685906238/
Jual Apartement Branz Simatupang jakarta selatan,"Rp 3,25M","RW 04, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,81 m²,16,,Strata,Lili - Gading Pro Kebayoran,24 Mar 2026,https://www.lamudi.co.id/properti/41032-73-2911d078640b-e564-19d1fea-8e67-774c
HFN0356 apartemen Northland Ancol Residence 1BR lantai 12 semifurnish Jakarta Utara,Rp 360Jt,"RW 16, Pademangan Barat, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,31 m²,12,2013,Strata,MyPro,"2 minggu, 3 hari yang lalu",https://www.lamudi.co.id/properti/41032-73-bf37361c6c5e-7ba5-19ecacc-89de-764c
SATU-SATUNYA! Apartemen Casa De Parco Tower Orchidea HOOK – Dijual Rugi  Dijual Cepat Rugi! Casa De Parco Orchidea HOOK 2 Balkon View Sky Garden  Unit,"Rp 900,00Jt","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2 Kamar Tidur,1 kamar mandi,68 m²,22,,,Gading Serpong Properti,8 Jan 2026,https://www.lamudi.co.id/properti/41032-73-d82704f9ee06-ebba-19b9cd5-b6fa-7635
WTS mtown studio Lantai 3 franklin LT 24m2. Full furnished Hadap city,"Rp 350,00Jt","Ruko Bavaria, Paramount Serpong, Gading Serpong, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,24 m²,3,,SHM,April - Gading Serpong Properti,13 Apr 2026,https://www.lamudi.co.id/properti/41032-73-5972bc8d3bd4-dfde-19d8666-a742-722f
DIJUAL/DISEWA APARTEMEN GRAND MADISON CONDOMINIUM 2+1BR FURNISHED DI JAKARTA BARAT,Rp 135Jt/tahun,"RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,67 m²,,,PPJB,Remax Harvest,"3 minggu, 4 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-88b81ec7f509-1621-19eb696-8cb8-7265
Apartemen Gold Coast PIk Tower Honolulu,"Rp 2,20M","Pantai Indah Kapuk, Kapuk Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,62 m²,30,,,Pong Property,3 Feb 2024,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/apartemen-gold-coast-pik-tower-honolulu-171059483814/
Dijual Apartemen Gading Nias Residence Baru Renovasi Type 2 BR,Rp 350Jt,"RW 03, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,35 m²,16,,SHM,Independent Agent (138639),23 Mei 2026,https://www.lamudi.co.id/properti/41032-73-bf1c8136e8b0-a1ea-19e548b-a3f7-7afc
WATERPLACE 2 BR TERMURAH ‼️ Apartemen Furnish Tower F dekat Pakuwon Mall Surabaya Barat,Rp 465Jt,"RW 01, Ketabang, Genteng, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2 Kamar Tidur,1 kamar mandi,45 m²,16,,Strata,Nico,28 Mei 2026,https://www.lamudi.co.id/properti/41032-73-5203edcc391-b9b7-19e6e59-a4cd-7ecf
TURUN HARGA PULUHAN JUTA APARTEMENT LOKASI STRATEGIS GREEN LAKE VIEWCIPUTAT,Rp 158Jt,"Grand Golf I, Kelapa Indah, Tangerang, Tangerang, Banten",Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,21 m²,12,,,Maria - Fortis Realty,30 Apr 2025,https://www.lamudi.co.id/jual/banten/tangerang/jual-rugi-apartement-lokasi-strategis-green-lake-v-175630028122/
Di Jual Apartemen Condonium Taman Anggrek Tower Beech,"Rp 3,90M","RW 07, Kedoya Utara, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,135 m²,,,,Cindy Julitan,6 Mar 2026,https://www.lamudi.co.id/properti/41032-73-25eefdd4fbd0-1651-19cc22f-b1d7-7617
Apartemen Mediterania Garden Residence 1 Tanjung Duren,Rp 550Jt,"RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,36 m²,32,,,Pong Property,23 Jul 2024,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/apartemen-mediterania-garden-residence-1-tanjung-d-172170082729/
"Jual Cepat Apart Bellagio Mega kuningan,4 bedroom,207 m ,Jakarta selatan","Rp 3,50M","RW 01, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,4 Kamar Tidur,3 Kamar Mandi,188 m²,28,2002,HGB,Aina - Asia One,11 Mei 2026,https://www.lamudi.co.id/properti/41032-73-d3ac41e6192a-d242-19e15f8-b555-7656
DIJUAL APARTMENT CANTIK SIAP HUNI VIEW KOTA DI HAMPTONS PARK PONDOK INDAH JAKARTA SELATAN,"Rp 2,80M","RW 10, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,4 Kamar Tidur,2 Kamar Mandi,138 m²,,,SHM,Ade Nurma - Ray White Metro Pondok Indah,16 Apr 2026,https://www.lamudi.co.id/properti/41032-73-ea96ab1a7064-5b88-19d96df-b45a-7412
Jual Cepat Apartemen Jepang Mewah 1 Bed Room Furnished High Zone Dekat Aeon Prasetya Mulya Ice Tol,"Rp 1,30M","BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,42 m²,35,2018,,We Pro,14 Feb 2026,https://www.lamudi.co.id/properti/41032-73-54b092e2e069-3587-19c5b08-9fe7-7172
Dijual Apartemen Siap Huni di Atria Residence Type Studio,Rp 495Jt,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,32 m²,11,,,Nelly - Montana Property,25 Mei 2026,https://www.lamudi.co.id/properti/41032-73-a28d726c6d6b-f2e7-19e5e5f-aa4f-732c
Dijual Apartemen Gading Nias Residence. 2 Kamar SHM,Rp 210Jt,"RW 03, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,35 m²,7,,SHM,Independent Agent (138639),9 Jun 2026,https://www.lamudi.co.id/properti/41032-73-9d240e3711a0-ef2f-19ead4e-ab76-7607
Apartemen Westmark Residence Samping Taman Anggrek,Rp 900Jt,"RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,50 m²,20,,HGB,Pong Property,28 Apr 2024,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/apartemen-westmark-residence-samping-taman-anggrek-171427846386/
Jual Apartement Springlake 2 Bedroom Furnish Cantik dan Lengkap Siap Pakai Nego Sampai Deal,Rp 450Jt,"Summarecon Bekasi, Rawa Bugel, Summarecon, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,41 m²,25,2017,PPJB,Fenti - Era Expert,20 Apr 2026,https://www.lamudi.co.id/properti/41032-73-3d2c3bfe042a-f8ea-19daa50-b39a-773f
JUAL CONDOMINIUM TAMAN ANGGREK RESIDENCES 1  BEDROOM +1 MURAH,"Rp 1,50M","RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,50 m²,,,,Glow Property,3 Feb 2026,https://www.lamudi.co.id/properti/41032-73-801716189e2f-484c-19c2285-9963-76b6
dijual 2BR furnished Apt. Green Palm Residence,Rp 600Jt,"RW 01, Duri Kosambi, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,60 m²,,,,Trust _,28 Jul 2024,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-2br-furnished-apt-green-palm-residence-17221816883/
1Park Residence Unit 4+2BR Furnish SPECIAL PRICE Jarang Ada,"Rp 4,50M","RW 10, Kramat Pela, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,4 Kamar Tidur,4 Kamar Mandi,185 m²,,,HGB,HENRY PROPERTI - HENOVPRO,1 hari yang lalu,https://www.lamudi.co.id/properti/41032-73-ef8b4ccc8d29-e6-19f1e5e-b458-754a
Jual Apartement Springlake 2 Bedroom Furnish Cantik dan Lengkap View Mal Lantai Rendah Siap Huni,Rp 470Jt,"Summarecon Bekasi, Rawa Bugel, Summarecon, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,41 m²,12,2017,PPJB,Fenti - Era Expert,12 Mar 2026,https://www.lamudi.co.id/properti/41032-73-6adaa873047f-f20e-19ce123-af1d-75b0
TRILIUM 1 BR TERMURAH ‼️ Apartemen Siap Huni Pusat Kota Full Furnish Jalan Pemuda,Rp 750Jt,"RW 01, Ketabang, Genteng, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1 kamar tidur,1 kamar mandi,48 m²,3,,SHM,Nico,31 Mar 2026,https://www.lamudi.co.id/properti/41032-73-d805c571eb67-20fc-19d43bf-abc3-7c3a
Dijual Apartement Tokyo PIK 2 tipe Studio Kosongan!!,Rp 13Jt/tahun,"Muara, Pantai Indah Kapuk 2, Muara, Teluknaga, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,21 m²,,2021,,Andrew,18 Feb 2026,https://www.lamudi.co.id/properti/41032-73-4502c9247160-13d9-19c7091-ae61-718b
"Dijual Menara Jakarta Equinox Lt 29,view kota lepas 2 bedroom fullfurnish","Rp 1,30M","PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,49 m²,29,2022,PPJB,Aina - Asia One,12 Mar 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/jual-cepat-apart-menara-jakarta-lt-49m-fullfurnish-175609309753/
Apartemen full furnished Cantik di Brezee  Bintaro,Rp 550Jt,"RW 01, Bintaro, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,28 m²,7,,,Siti Maesaroh - GOLD ONE PROPERTY,20 Apr 2026,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-full-furnished-cantik-di-brezee-bintaro-173683310482/
Apartemen di Sherwood Residence Tower Wellington Kelapa Gading Furnished Siap Huni,"Rp 4,25M","RW 13, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,125 m²,,,SHM,Hanny LJH Realty Kelapa Gading,"2 minggu, 6 hari yang lalu",https://www.lamudi.co.id/properti/41032-73-db5b9cf6627b-75d3-e54b38f6-be76-4705
Jual apartement Izzara ( full furnished baru ) Simatupang jakarta selatan,"Rp 3,60M","RW 02, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,99 m²,,,PPJB,Lili - Gading Pro Kebayoran,"6 hari, 22 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-af3df4ea6bf4-4e70-19efff9-b0e8-7b92
Jual Casa Grande 3BR 120 sqm Tower Angelo,"Rp 3,80M","RW 12, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,120 m²,,,Strata,VASAPRO REALTY,29 Mei 2026,https://www.lamudi.co.id/properti/41032-73-e4c74b232661-152e-19e73b8-94b5-76db
JUAL MURAH STUDIO,Rp 250Jt,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",Kab Bogor,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,21 m²,16,2020,PPJB,REI & KEI PROPERTI,21 Mei 2026,https://www.lamudi.co.id/properti/41032-73-642dee568ac5-8135-19e4a22-bb5c-72f1
DIJUAL / DISEWAKAN KONDOMINIUM JUANDA – JAKARTA PUSAT,"Rp 6,30Jt/bulan","RW 01, Pasar Baru, Sawah Besar, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,4 Kamar Tidur,3 Kamar Mandi,114 m²,2,,Strata,REMAX FAST JUANDA,12 Apr 2026,https://www.lamudi.co.id/properti/41032-73-8cbe3375772b-dd5d-19d80aa-8d17-7464
Dijual Apartment Saumata Alam Sutera,"Rp 3,60M","Alam Sutera, Pinang, Tangerang, Banten",Tangerang,Banten,Apartemen,2 Kamar Tidur,2 Kamar Mandi,124 m²,,,SHM,We Pro,"4 hari, 8 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-13fd02c9978c-3b34-19f0d33-8d8f-70c2
TERMURAH Apartement 3BR Full Furnish Assati Vanya Park BSD,Rp 950Jt,"BSD City, Cicalengka, Pagedangan, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,3 Kamar Tidur,2 Kamar Mandi,60 m²,3,,,Herry - Prosperity Property,21 Jun 2025,https://www.lamudi.co.id/jual/banten/tangerang-selatan/termurah-apartement-3br-full-furnish-assati-vanya-175051457342/
TURUN HARGA 2BR UNFURNISHED 480JT!! APARTEMEN BASSURA CITY SHM,Rp 450Jt,"RT 02, RW 09, Birobuli Utara, Kecamatan Palu Selatan, Palu, Sulawesi Tengah",Palu,Sulawesi Tengah,Apartemen,2 Kamar Tidur,1 kamar mandi,34 m²,20,,SHM,Anggi Rifeya - Annas Property,28 Agu 2025,https://www.lamudi.co.id/jual/sulawesi-tengah/palu/turun-harga-2br-unfurnished-375jt-apartemen-bassur-175634330426/
"Ss.3793 - Murah !! Dijual Apt. City Home Tower Hawaian Bay Luas 45 Full Renovasi FF SHM View Toll/Barat , Cash Only",Rp 940Jt,"RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,45 m²,,,SHM,Thing Thing - ERA GADING,22 Mei 2026,https://www.lamudi.co.id/properti/41032-73-939c649ac199-2405-19e4eeb-ac19-71b4
"Jarang Ada! Dijual Unit Favorit 2 Bed Room di Branz BSD Apartment Posisi Corner, Semua Furnitur Baru","Rp 1,75M","BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2 Kamar Tidur,1 kamar mandi,65 m²,25,2019,,We Pro,13 Mar 2026,https://www.lamudi.co.id/properti/41032-73-a4ee507b2a2d-4686-19ce608-8fd9-7ff1
Termurah Apartemen Eastcoast East Coast Mansion Amor Lantai 25 Pakuwon City Paling Murah Surabaya,"Rp 359,99Jt","RW 04, Dukuh Sutorejo, Mulyorejo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1 kamar tidur,1 kamar mandi,23 m²,25,,,Konig Property,4 Apr 2026,https://www.lamudi.co.id/properti/41032-73-93963c9a1036-25f5-19d56db-992f-74c2
JUAL STUDIO CONNECT MALL - BOUGENVILLE TOWER EXCLUSIVE BASSURA CITY,Rp 420Jt,"RW 02, Bali Mester, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,25 m²,12,,,Anggi Rifeya - Annas Property,30 Jul 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/jual-studio-connect-mall-bougenville-tower-exclusi-175395739742/
Di Jual Apartemen Gading Nias 2BR Kosongan Kitchen set lantai 25,Rp 160Jt,"RW 03, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,35 m²,25,,PPJB,Independent Agent (138639),13 Mar 2026,https://www.lamudi.co.id/properti/41032-73-3d4cd85c28c8-1553-19ce5d9-b253-7242
Dijual Apartemen Gading Nias Residence 2 Kamar Baru Renovasi Lantai.1 Hook,Rp 255Jt,"RW 03, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,35 m²,1,,,Independent Agent (138639),23 Feb 2026,https://www.lamudi.co.id/properti/41032-73-423f77b5f641-c05d-19c8948-aab5-7244
Di Jual Apartemen Gading Nias Residence,Rp 255Jt,"RW 03, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,35 m²,26,,SHM,Independent Agent (138639),27 Mei 2026,https://www.lamudi.co.id/properti/41032-73-5f26a44ad6c0-3ffc-19e697f-9341-77f6
Apartement Type Studio di Depok Kota,Rp 290Jt,"Pangkalanjati, Cinere, Depok, Jawa Barat",Depok,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,21 m²,16,,PPJB,Linktown Expert - Michel,"1 hari, 10 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-65997437407e-172c-19f1c38-ab64-770e
Dijual apartemen tokyo Riverside pik2 Tipe conecting 2 BR + studio Uk 56m2,Rp 750Jt,"Muara, Pantai Indah Kapuk 2, Muara, Teluknaga, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,3 Kamar Tidur,2 Kamar Mandi,57 m²,,,PPJB,Lot Property,7 Mei 2026,https://www.lamudi.co.id/properti/41032-73-f90d0f2d9407-2130-19e01ad-a3e5-73fe
HFN0264 apartemen Metro Park tower Manhattan tipe Studio Furnish lantai 8 Kedoya Jakarta Barat,Rp 450Jt,"RW 03, Kedoya Selatan, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,33 m²,8,2017,PPJB,MyPro,6 Mei 2026,https://www.lamudi.co.id/properti/41032-73-e518f9d444ba-cb59-19dfdd2-b608-7b1c
JUAL MURAH 3BR 755JUTA ! APARTEMEN BASSURA CITY FURNISH INVEST/HUNIAN,Rp 730Jt,"RW 02, Bali Mester, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,1 kamar mandi,48 m²,6,,,Anggi Rifeya - Annas Property,30 Jun 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/jual-murah-3br-755juta-apartemen-bassura-city-furn-175127714777/
Termurahhh Dijual Cepat  Apartement Fully Furnished Holland Village One Cempaka Putih Jakarta Pusat,"Rp 1,60M","RW 06, Cempaka Putih Barat, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,76 m²,30,,HGB,Feronika Atlantis Realty Kelapa Gading,26 Mar 2026,https://www.lamudi.co.id/properti/41032-73-3118808581aa-71ac-19d293a-8cf2-7084
Dijual Apartemen Springhill Terrace Kemayoran Tipe 2 Kamar Tidur,Rp 750Jt,"RW 06, Kebon Kosong, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,58 m²,10,,,Sahabat Property,13 Sep 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-apartemen-springhill-terrace-kemayoran-tipe-175773609071/
Apartemen Mediterania Garden Residence 2 Tanjung Duren,Rp 900Jt,"RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,47 m²,18,,,Pong Property,3 Feb 2024,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/apartemen-mediterania-garden-residence-2-tanjung-d-170692930125/
Dijual Apartemen St. Moritz New Royal 3BR Siap Huni Termurah,"Rp 3,50M","RW 02, Kembangan Selatan, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,107 m²,15,,,BMD,"2 minggu, 10 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-9de0acbe576e-2373-19ed95b-848e-725a
